RK,TIERS,PLAYER NAME,TEAM,POS#,POS,BYE WEEK,SOS SEASON,ECR VS. ADP,AVG. POINTS ,% GAMES 
269,12,Jacksonville Jaguars,JAC,DST17,DST,12,4,-37,0.7,50% (8/16)
270,12,A.T. Perry,NO,WR95,WR,12,3,73,-0.1,25% (2/8)
271,12,Greg Dortch,ARI,WR96,WR,11,3,4,0.6,26% (4/15)
272,12,Trey Sermon,IND,RB77,RB,14,2,22,-0.7,27% (3/11)
273,12,Josh Reynolds,DEN,WR97,WR,14,2,83,0.8,50% (8/16)
274,12,Cincinnati Bengals,CIN,DST18,DST,12,5,-82,0.8,50% (8/16)
275,12,Daniel Carlson,LV,K16,K,10,2,-68,0.3,50% (8/16)
276,12,Jalen Tolbert,DAL,WR98,WR,7,3,-2,-0.2,25% (4/16)
277,12,Alec Pierce,IND,WR99,WR,14,4,89,0.1,43% (7/16)
278,12,Jelani Woods,IND,TE35,TE,14,3,52,-,-
279,12,Cedric Tillman,CLE,WR100,WR,10,3,390,-0.6,25% (3/12)
280,12,K.J. Osborn,NE,WR101,WR,14,3,-8,-0.1,40% (6/15)
281,12,Greg Dulcich,DEN,TE36,TE,14,2,-14,-2.8,0% (0/2)
282,12,Trey Palmer,TB,WR102,WR,11,3,208,-0.1,37% (6/16)
283,12,Eric Gray,NYG,RB78,RB,11,3,-3,-0.7,12% (1/8)
284,12,Devontez Walker,BAL,WR103,WR,14,3,29,-,-
285,12,Evan Hull,IND,RB79,RB,14,2,634,-6,0% (0/1)
286,12,Colby Parkinson,LAR,TE37,TE,6,3,-20,0.5,43% (7/16)
287,12,Deuce Vaughn,DAL,RB80,RB,7,3,-2,-0.8,33% (2/6)
288,12,Green Bay Packers,GB,DST19,DST,10,1,-64,0.2,43% (7/16)
289,12,Cordarrelle Patterson,PIT,RB81,RB,9,4,133,-0.3,38% (5/13)
290,12,Greg Zuerlein,NYJ,K17,K,12,4,-96,2.4,66% (10/15)
291,12,Noah Brown,HOU,WR104,WR,14,3,97,2.1,50% (5/10)
292,12,Blake Grupe,NO,K18,K,12,4,-62,1.5,62% (10/16)
293,12,Michael Carter,ARI,RB82,RB,11,2,256,1.1,50% (7/14)
294,12,Aidan O'Connell,LV,QB34,QB,10,2,29,-0.6,33% (3/9)
295,12,Jacoby Brissett,NE,QB35,QB,14,3,183,-0.4,0% (0/3)
296,12,Tyler Higbee,LAR,TE38,TE,6,3,0,-0.4,33% (5/15)
297,12,Theo Johnson,NYG,TE39,TE,11,4,48,-,-
298,12,D'Ernest Johnson,JAC,RB83,RB,12,2,431,-0.4,43% (7/16)
299,13,Kadarius Toney,KC,WR105,WR,6,3,-21,-2.4,23% (3/13)
300,13,Emari Demercado,ARI,RB84,RB,11,2,307,1.2,46% (6/13)
301,13,Chris Rodriguez Jr.,WAS,RB85,RB,14,3,370,0.5,33% (4/12)
302,13,Brenden Rice,LAC,WR106,WR,5,3,-10,-,-
303,13,Denver Broncos,DEN,DST20,DST,14,3,-64,1.2,56% (9/16)
304,13,Pierre Strong Jr.,CLE,RB86,RB,10,4,246,0.5,56% (9/16)
305,13,Chase Edmonds,TB,RB87,RB,11,5,322,-1.2,25% (3/12)
306,13,Isaac Guerendo,SF,RB88,RB,9,2,-3,-,-
307,13,Israel Abanikanda,NYJ,RB89,RB,12,2,217,0.2,42% (3/7)
308,13,Jeff Wilson Jr.,MIA,RB90,RB,6,3,32,-1,22% (2/9)
309,13,Jacob Cowing,SF,WR107,WR,9,2,214,-,-
310,13,Robert Woods,HOU,WR108,WR,14,3,113,-1.9,21% (3/14)
311,13,Deneric Prince,KC,RB91,RB,6,3,5,-,-
312,13,New England Patriots,NE,DST21,DST,14,2,-87,0.3,50% (8/16)
313,13,Hayden Hurst,LAC,TE40,TE,5,3,-40,-1.1,22% (2/9)
314,13,Tutu Atwell,LAR,WR109,WR,6,3,169,-0.5,46% (7/15)
315,13,Tyler Scott,CHI,WR110,WR,7,4,63,-0.7,37% (6/16)
316,13,Cam Akers,HOU,RB92,RB,14,3,-19,-0.5,42% (3/7)
317,13,Las Vegas Raiders,LV,DST22,DST,10,3,-107,2.6,56% (9/16)
318,13,Daniel Bellinger,NYG,TE41,TE,11,4,-28,0.1,50% (8/16)
319,13,Isaiah Spiller,LAC,RB93,RB,5,4,476,-1,18% (2/11)
320,13,Ronnie Rivers,LAR,RB94,RB,6,3,347,-1.8,25% (2/8)
321,13,Michael Penix Jr.,ATL,QB36,QB,12,3,-52,-,-
322,13,Royce Freeman,DAL,RB95,RB,7,3,382,-0.8,18% (2/11)
323,13,Tim Patrick,DEN,WR111,WR,14,2,10,-,-
324,13,Kalif Raymond,DET,WR112,WR,5,4,128,0.8,43% (7/16)
325,13,Rasheen Ali,BAL,RB96,RB,14,3,72,-,-
326,13,Kareem Hunt,FA,RB97,RB,-1,-1,-14,0.8,57% (8/14)
327,13,Van Jefferson,PIT,WR113,WR,9,1,111,-2.2,12% (2/16)
328,13,Jerick McKinnon,FA,RB98,RB,-1,-1,277,-0.1,33% (4/12)
329,13,Salvon Ahmed,FA,RB99,RB,-1,-1,251,1.1,50% (4/8)
330,13,Ty Johnson,BUF,RB100,RB,12,2,210,0,30% (3/10)
331,13,Nelson Agholor,BAL,WR114,WR,14,3,141,0.9,50% (8/16)
332,13,Tre Tucker,LV,WR115,WR,10,3,-43,1.3,50% (7/14)
333,13,Michael Thomas,FA,WR116,WR,-1,-1,-,-1.8,30% (3/10)
334,13,Jauan Jennings,SF,WR117,WR,9,2,-17,-0.6,38% (5/13)
335,13,Sam Howell,SEA,QB37,QB,10,3,161,0.8,62% (10/16)
336,13,Malik Washington,MIA,WR118,WR,6,2,-28,-,-
337,13,Allen Lazard,NYJ,WR119,WR,12,4,-10,-2,21% (3/14)
338,13,Calvin Austin III,PIT,WR120,WR,9,1,-12,-0.4,25% (4/16)
339,13,Bo Melton,GB,WR121,WR,10,4,54,6.5,66% (2/3)
340,13,Marquez Valdes-Scantling,BUF,WR122,WR,12,2,236,-2,6% (1/16)
341,13,Donald Parham Jr.,LAC,TE42,TE,5,3,233,0.6,28% (4/14)
342,14,Kylen Granson,IND,TE43,TE,14,3,-7,0,35% (5/14)
343,14,Xavier Gipson,NYJ,WR123,WR,12,4,330,0.3,58% (7/12)
344,14,Joe Flacco,IND,QB38,QB,14,5,-7,8.7,100% (5/5)
345,14,Dyami Brown,WAS,WR124,WR,14,3,2,-0.4,25% (4/16)
346,14,Joshua Kelley,NYG,RB101,RB,11,3,399,-1.8,12% (2/16)
347,14,Will Dissly,LAC,TE44,TE,5,3,223,-0.6,33% (5/15)
348,14,Jordan Whittington,LAR,WR125,WR,6,3,-55,-,-
349,14,Noah Gray,KC,TE45,TE,6,3,-44,0.8,56% (9/16)
350,14,Drew Lock,NYG,QB39,QB,11,2,36,0.5,25% (1/4)
351,14,Jake Bates,DET,K19,K,5,2,-101,-,-
352,14,Jameis Winston,CLE,QB40,QB,10,4,38,0.9,33% (1/3)
353,14,Donovan Peoples-Jones,DET,WR126,WR,5,4,-33,-2,21% (3/14)
354,14,Dalvin Cook,FA,RB102,RB,-1,-1,-92,-3.1,0% (0/16)
355,14,Erick All Jr.,CIN,TE46,TE,12,3,596,-,-
356,14,Parris Campbell,PHI,WR127,WR,5,2,15,-1.3,16% (2/12)
357,14,Jarrett Stidham,DEN,QB41,QB,14,2,61,-0.6,0% (0/4)
358,14,Jalen Nailor,MIN,WR128,WR,6,3,98,-0.7,20% (1/5)
359,14,Tampa Bay Buccaneers,TB,DST23,DST,11,4,-175,0.7,37% (6/16)
360,14,Jawhar Jordan,HOU,RB103,RB,14,3,487,-,-
361,14,Matt Breida,SF,RB104,RB,9,2,186,-1.6,18% (3/16)
362,14,Johnny Wilson,PHI,WR129,WR,5,2,0,-,-
363,14,Tanner Hudson,CIN,TE47,TE,12,3,39,0.6,50% (6/12)
364,14,Justin Watson,KC,WR130,WR,6,3,-46,1,60% (9/15)
365,14,John Metchie III,HOU,WR131,WR,14,3,4,-1.2,33% (5/15)
366,14,Nyheim Hines,CLE,RB105,RB,10,4,263,-,-
367,14,Ray-Ray McCloud III,ATL,WR132,WR,12,4,171,0.1,44% (4/9)
368,14,Skyy Moore,KC,WR133,WR,6,3,-34,-2.2,7% (1/14)
369,14,Logan Thomas,SF,TE48,TE,9,4,313,0.2,40% (6/15)
370,14,Craig Reynolds,DET,RB106,RB,5,3,104,-0.1,36% (4/11)
371,14,Brevin Jordan,HOU,TE49,TE,14,2,-8,1.3,53% (7/13)
372,14,Cedrick Wilson Jr.,NO,WR134,WR,12,3,263,0.6,57% (8/14)
373,14,Wil Lutz,DEN,K20,K,14,2,-115,0.9,56% (9/16)
374,14,JuJu Smith-Schuster,FA,WR135,WR,-1,-1,-15,-2.1,27% (3/11)
375,14,Brandon Powell,MIN,WR136,WR,6,3,7,0,31% (5/16)
376,14,Jaret Patterson,LAC,RB107,RB,5,4,395,-,-
377,14,Cade Stover,HOU,TE50,TE,14,2,-31,-,-
378,14,Isaiah Davis,NYJ,RB108,RB,12,2,470,-,-
379,14,Seattle Seahawks,SEA,DST24,DST,10,4,-165,0.3,50% (8/16)
380,14,Keaontay Ingram,KC,RB109,RB,6,3,-16,-2.9,20% (2/10)
381,14,Hunter Renfrow,FA,WR137,WR,-1,-1,-,-1.3,37% (6/16)
382,14,Jake Browning,CIN,QB42,QB,12,2,14,2.8,44% (4/9)
383,14,Davis Allen,LAR,TE51,TE,6,3,21,0.9,33% (3/9)
384,14,New York Giants,NYG,DST25,DST,11,3,-131,0.9,50% (8/16)
385,14,Jeremy Ruckert,NYJ,TE52,TE,12,3,226,-0.1,26% (4/15)
386,14,Parker Washington,JAC,WR138,WR,12,4,156,-1.8,20% (1/5)
387,14,Johnny Mundt,MIN,TE53,TE,6,2,148,0.6,50% (8/16)
388,14,Josh Oliver,MIN,TE54,TE,6,2,-8,0.3,43% (7/16)
389,14,Austin Hooper,NE,TE55,TE,14,3,-5,-1,31% (5/16)
390,14,Atlanta Falcons,ATL,DST26,DST,12,4,-178,-0.4,43% (7/16)
391,14,Mack Hollins,BUF,WR139,WR,12,2,150,-0.2,44% (4/9)
392,14,Ameer Abdullah,LV,RB110,RB,10,3,111,-0.6,31% (5/16)
393,14,Kyle Juszczyk,SF,RB111,RB,9,2,-89,0.4,31% (5/16)
394,14,Tommy Tremble,CAR,TE56,TE,11,3,100,0.7,46% (7/15)
395,14,Kenny Pickett,PHI,QB43,QB,5,2,-70,-4.7,16% (2/12)
396,14,Kevin Harris,NE,RB112,RB,14,2,61,1,50% (2/4)
397,14,Los Angeles Rams,LAR,DST27,DST,6,2,-138,-1.3,25% (4/16)
398,14,Chris Boswell,PIT,K21,K,9,4,-115,1.1,56% (9/16)
399,14,Trayveon Williams,CIN,RB113,RB,12,3,243,-1.1,12% (2/16)
400,14,Jaheim Bell,NE,TE57,TE,14,3,210,-,-
401,14,Blake Watson,DEN,RB114,RB,14,4,-,-,-
402,14,KaVontae Turpin,DAL,WR140,WR,7,3,57,1.8,46% (7/15)
403,14,Nick Mullens,MIN,QB44,QB,6,5,107,1.4,50% (3/6)
404,14,Trenton Irwin,CIN,WR141,WR,12,2,71,0.2,40% (6/15)
405,14,Josh Whyle,TEN,TE58,TE,5,4,265,-0.3,27% (3/11)
406,14,Darnell Washington,PIT,TE59,TE,9,3,-62,-0.8,37% (6/16)
407,14,Sean Tucker,TB,RB115,RB,11,5,155,-2.3,0% (0/7)
408,14,Kenny McIntosh,SEA,RB116,RB,10,4,191,-1.4,0% (0/1)
409,14,Los Angeles Chargers,LAC,DST28,DST,5,5,-218,0.1,43% (7/16)
410,15,Brandon McManus,FA,K22,K,-1,-1,-104,1.1,56% (9/16)
411,15,Joshua Karty,LAR,K23,K,6,1,-123,-,-
412,15,Ainias Smith,PHI,WR142,WR,5,2,-61,-,-
413,15,Tyrod Taylor,NYJ,QB45,QB,12,2,88,-0.4,28% (2/7)
414,15,Adam Trautman,DEN,TE60,TE,14,2,-1,-0.6,31% (5/16)
415,15,Cam Little,JAC,K24,K,12,5,-114,-,-
416,15,Latavius Murray,FA,RB117,RB,-1,-1,-,-0.1,50% (8/16)
417,15,Greg Joseph,GB,K25,K,10,5,-96,-0.4,37% (6/16)
418,15,Olamide Zaccheaus,WAS,WR143,WR,14,3,153,0,18% (3/16)
419,15,Xavier Hutchinson,HOU,WR144,WR,14,3,176,-0.4,33% (5/15)
420,15,Chase McLaughlin,TB,K26,K,11,3,-113,0.6,56% (9/16)
421,15,Matt Prater,ARI,K27,K,11,2,-48,1.1,50% (8/16)
422,15,Jase McClellan,ATL,RB118,RB,12,4,255,-,-
423,15,Carolina Panthers,CAR,DST29,DST,11,4,-8,-1.6,31% (5/16)
424,15,Jake Bobo,SEA,WR145,WR,10,3,-102,1.2,53% (8/15)
425,15,Malik Davis,DAL,RB119,RB,7,3,129,-3.5,0% (0/1)
426,15,Washington Commanders,WAS,DST30,DST,14,5,-181,-2.5,43% (7/16)
427,15,Tyquan Thornton,NE,WR146,WR,14,3,364,-2.1,20% (2/10)
428,15,Foster Moreau,NO,TE61,TE,12,4,144,0.5,50% (7/14)
429,15,Carson Steele,KC,RB120,RB,6,3,-44,-,-
430,15,Anders Carlson,GB,K28,K,10,5,-130,0.4,50% (8/16)
431,15,Joshua Dobbs,SF,QB46,QB,9,2,-70,0.7,58% (7/12)
432,15,Sione Vaki,DET,RB121,RB,5,3,39,-,-
433,15,Cole Turner,WAS,TE62,TE,14,2,473,0.1,40% (4/10)
434,15,Jamison Crowder,WAS,WR147,WR,14,3,250,0.8,14% (2/14)
435,15,Will Reichard,MIN,K29,K,6,5,-184,-,-
436,15,Ryan Flournoy,DAL,WR148,WR,7,3,409,-,-
437,15,Eddy Pineiro,CAR,K30,K,11,3,6,0,43% (7/16)
438,15,Graham Gano,NYG,K31,K,11,1,-139,-0.6,37% (3/8)
439,15,Tyler Goodson,IND,RB122,RB,14,2,221,1,50% (2/4)
440,15,Mac Jones,JAC,QB47,QB,12,5,-9,-2.5,18% (2/11)
441,15,KhaDarel Hodge,ATL,WR149,WR,12,4,270,0.4,43% (7/16)
442,15,Spencer Rattler,NO,QB48,QB,12,4,-65,-,-
443,15,Chris Moore,ARI,WR150,WR,11,3,246,0,37% (6/16)
444,15,Will Mallory,IND,TE63,TE,14,3,77,0.8,45% (5/11)
445,15,Charlie Jones,CIN,WR151,WR,12,2,24,-0.9,0% (0/5)
446,15,Jalen Brooks,DAL,WR152,WR,7,3,35,0.2,33% (1/3)
447,15,Luke Schoonmaker,DAL,TE64,TE,7,2,-79,0,31% (5/16)
448,15,Braxton Berrios,MIA,WR153,WR,6,2,-124,-1.4,13% (2/15)
449,15,Nick Westbrook-Ikhine,TEN,WR154,WR,5,4,206,0.3,42% (6/14)
450,15,Alec Ingold,MIA,RB123,RB,6,3,55,0.1,43% (7/16)
451,15,Durham Smythe,MIA,TE65,TE,6,2,-123,0.2,53% (8/15)
452,15,Cody Schrader,SF,RB124,RB,9,2,193,-,-
453,15,Casey Washington,ATL,WR155,WR,12,4,162,-,-
454,15,Mo Alie-Cox,IND,TE66,TE,14,3,-87,0.3,37% (6/16)
455,15,Boston Scott,LAR,RB125,RB,6,3,183,-0.5,21% (3/14)
456,15,Terrace Marshall Jr.,CAR,WR156,WR,11,5,304,-1.7,22% (2/9)
457,15,Emanuel Wilson,GB,RB126,RB,10,1,57,0.3,33% (3/9)
458,15,Isaiah Hodgins,NYG,WR157,WR,11,3,110,-0.6,37% (6/16)
459,15,Kene Nwangwu,MIN,RB127,RB,6,3,-60,-1.1,20% (1/5)
460,15,Frank Gore Jr.,BUF,RB128,RB,12,2,91,-,-
461,15,Robert Tonyan,MIN,TE67,TE,6,2,241,-0.4,31% (5/16)
462,15,Lucas Krull,DEN,TE68,TE,14,2,129,1.5,25% (1/4)
463,15,Dillon Johnson,FA,RB129,RB,-1,-1,-,-,-
464,15,Jared Wiley,KC,TE69,TE,6,3,-15,-,-
465,15,Carson Wentz,KC,QB49,QB,6,3,-117,-,-
466,15,Quez Watkins,PIT,WR158,WR,9,1,113,-0.9,22% (2/9)
467,15,Andy Dalton,CAR,QB50,QB,11,5,-50,3.1,33% (1/3)
468,15,Marcus Mariota,WAS,QB51,QB,14,3,99,-0.5,0% (0/3)
469,15,Riley Patterson,FA,K32,K,-1,-1,-133,-1.5,33% (5/15)
470,15,Jamari Thrash,CLE,WR159,WR,10,3,208,-,-
471,15,Kendall Milton,PHI,RB130,RB,5,4,-,-,-
472,15,Mecole Hardman Jr.,KC,WR160,WR,6,3,-112,-2,0% (0/10)
473,15,Isaiah McKenzie,NYG,WR161,WR,11,3,222,-1.2,23% (3/13)
474,15,Irv Smith Jr.,KC,TE70,TE,6,3,11,-1.6,15% (2/13)
475,15,Dare Ogunbowale,HOU,RB131,RB,14,3,62,-0.4,28% (2/7)
476,15,Bub Means,NO,WR162,WR,12,3,478,-,-
477,15,Josh Johnson,BAL,QB52,QB,14,4,30,-,-
478,15,Ian Thomas,CAR,TE71,TE,11,3,228,-0.7,15% (2/13)
479,15,Patrick Ricard,BAL,RB132,RB,14,3,-16,0.3,25% (4/16)
480,15,Brock Wright,DET,TE72,TE,5,3,-123,0,42% (6/14)
481,15,DeeJay Dallas,ARI,RB133,RB,11,2,53,-1.4,6% (1/15)
482,15,Zach Evans,LAR,RB134,RB,6,3,115,-1,33% (1/3)
483,15,Justyn Ross,KC,WR163,WR,6,3,15,-1,14% (1/7)
484,15,Zach Wilson,DEN,QB53,QB,14,2,-130,-2.2,27% (3/11)
485,15,Kyle Philips,TEN,WR164,WR,5,4,-,-0.2,37% (3/8)
486,15,Desmond Ridder,ARI,QB54,QB,11,2,288,0.2,41% (5/12)
487,15,James Robinson,NO,RB135,RB,12,5,252,-0.1,0% (0/1)
488,15,Devin Duvernay,JAC,WR165,WR,12,4,164,-0.6,16% (2/12)
489,15,Mike White,MIA,QB55,QB,6,2,-91,1.6,33% (1/3)
490,15,Jimmy Garoppolo,LAR,QB56,QB,6,4,-132,-2.7,33% (2/6)
491,15,Trent Sherfield Sr.,MIN,WR166,WR,6,3,115,-1.1,18% (3/16)
492,15,Raheem Blackshear,CAR,RB136,RB,11,4,128,-0.2,50% (5/10)
493,15,Harrison Bryant,LV,TE73,TE,10,4,160,0.5,25% (4/16)
494,16,Leonard Fournette,FA,RB137,RB,-1,-1,36,-0.6,0% (0/5)
495,16,Cornelius Johnson,LAC,WR167,WR,5,3,461,-,-
496,16,Julius Chestnut,TEN,RB138,RB,5,3,305,-0.9,0% (0/3)
497,16,David Bell,CLE,WR168,WR,10,3,89,0.1,28% (4/14)
498,16,AJ Barner,SEA,TE74,TE,10,3,34,-,-
499,16,Derius Davis,LAC,WR169,WR,5,3,321,-0.5,40% (6/15)
500,16,Elijah Higgins,ARI,TE75,TE,11,5,-106,1.1,44% (4/9)
501,16,Daurice Fountain,DET,WR170,WR,5,4,202,-,-
502,16,Laviska Shenault Jr.,SEA,WR171,WR,10,3,102,-1.5,12% (1/8)
503,16,MyCole Pruitt,PIT,TE76,TE,9,3,-79,0.5,37% (6/16)
504,16,Chris Brooks,MIA,RB139,RB,6,3,56,0.9,60% (3/5)
505,16,Drew Sample,CIN,TE77,TE,12,3,70,0.9,56% (9/16)
506,16,Nick Folk,TEN,K33,K,5,5,-117,0.5,50% (8/16)
507,16,Michael Wiley,WAS,RB140,RB,14,3,-101,-,-
508,16,Easton Stick,LAC,QB57,QB,5,2,58,1.6,66% (2/3)
509,16,Connor Heyward,PIT,TE78,TE,9,3,-160,-0.6,37% (6/16)
510,16,Pharaoh Brown,SEA,TE79,TE,10,3,-31,0.6,31% (5/16)
511,16,Keilan Robinson,JAC,RB141,RB,12,2,168,-,-
512,16,Jeremy McNichols,WAS,RB142,RB,14,3,344,-,-
513,16,Joe Milton III,NE,QB58,QB,14,3,-161,-,-
514,16,Jalen Guyton,LV,WR172,WR,10,3,209,-1.9,12% (1/8)
515,16,Michael Burton,DEN,RB143,RB,14,4,172,-0.2,31% (5/16)
516,16,C.J. Ham,MIN,RB144,RB,6,3,-48,-0.4,31% (5/16)
517,16,Mason Rudolph,TEN,QB59,QB,5,5,42,3,50% (1/2)
518,16,Stephen Sullivan,FA,TE80,TE,-1,-1,-,-0.1,36% (4/11)
519,16,Allen Robinson II,NYG,WR173,WR,11,3,73,-1.2,31% (5/16)
520,16,Jordan Akins,CLE,TE81,TE,10,3,25,-0.2,37% (6/16)
521,16,Anthony Gould,IND,WR174,WR,14,4,431,-,-
522,16,Tip Reiman,ARI,TE82,TE,11,5,158,-,-
523,16,Charlie Woerner,ATL,TE83,TE,12,3,357,-0.5,0% (0/9)
524,16,Dallin Holker,NO,TE84,TE,12,4,272,-,-
525,16,Brenton Strange,JAC,TE85,TE,12,3,289,-0.2,13% (2/15)
526,16,Payne Durham,TB,TE86,TE,11,3,296,-0.3,27% (3/11)
527,16,Jason Brownlee,NYJ,WR175,WR,12,4,401,0.5,60% (3/5)
528,16,Daijun Edwards,PIT,RB145,RB,9,4,-,-,-
529,16,Avery Williams,ATL,RB146,RB,12,4,356,-,-
530,16,Devaughn Vele,DEN,WR176,WR,14,2,-44,-,-
531,16,Tommy DeVito,NYG,QB60,QB,11,2,-189,-0.4,50% (3/6)
